Date,Open,High,Low,Close,Volume,ticker,name,SMA_30,Daily_Return
1962-01-02 00:00:00-05:00,0.0574408806860446,0.0593686018122335,0.0574408806860446,0.0574408806860446,841958,DIS,The Walt Disney Company (DIS) Historical Data,,
1962-01-03 00:00:00-05:00,0.0574408380471305,0.0584046955915626,0.0574408380471305,0.058211799710989,801865,DIS,The Walt Disney Company (DIS) Historical Data,,0.013421086441171015
1962-01-04 00:00:00-05:00,0.058211799710989,0.0584046955915626,0.0578266298082779,0.058211799710989,962238,DIS,The Walt Disney Company (DIS) Historical Data,,0.0
1962-01-05 00:00:00-05:00,0.0582118253541283,0.0585976172852225,0.0580195466409306,0.0584047213196754,962238,DIS,The Walt Disney Company (DIS) Historical Data,,0.003314132351932342
1962-01-08 00:00:00-05:00,0.0584046955915626,0.0591756618617799,0.0570556635380606,0.058211799710989,1282984,DIS,The Walt Disney Company (DIS) Historical Data,,-0.0033031851591320827
1962-01-09 00:00:00-05:00,0.0582118294088318,0.0593685880303382,0.0578266593096191,0.0593685880303382,641492,DIS,The Walt Disney Company (DIS) Historical Data,,0.019872059017114196
1962-01-10 00:00:00-05:00,0.0593685827497518,0.0603324407001829,0.0593685827497518,0.0599466487765312,681585,DIS,The Walt Disney Company (DIS) Historical Data,,0.009736811424546632
1962-01-11 00:00:00-05:00,0.0599466364018891,0.062067252433184,0.0597543577320924,0.0616814605891704,2004663,DIS,The Walt Disney Company (DIS) Historical Data,,0.02893926262844526
1962-01-12 00:00:00-05:00,0.0616814634124817,0.0618743593433179,0.0589833986024493,0.0597543604671955,2004663,DIS,The Walt Disney Company (DIS) Historical Data,,-0.03124277706084755
1962-01-15 00:00:00-05:00,0.0597543604671955,0.0601395350766294,0.0593685732118832,0.0597543604671955,641492,DIS,The Walt Disney Company (DIS) Historical Data,,0.0
1962-01-16 00:00:00-05:00,0.0593685577423536,0.0593685577423536,0.0578266298082779,0.058211799710989,360839,DIS,The Walt Disney Company (DIS) Historical Data,,-0.025815032478731736
1962-01-17 00:00:00-05:00,0.0582118166117509,0.0582118166117509,0.0562847182154655,0.0562847182154655,400933,DIS,The Walt Disney Company (DIS) Historical Data,,-0.03310465412667385
1962-01-18 00:00:00-05:00,0.0566699138435314,0.0578266727335691,0.0566699138435314,0.0574408806860446,320746,DIS,The Walt Disney Company (DIS) Historical Data,,0.02054132111229845
1962-01-19 00:00:00-05:00,0.0578266732349457,0.0585976354777812,0.0578266732349457,0.0585976354777812,441026,DIS,The Walt Disney Company (DIS) Historical Data,,0.02013817994990519
1962-01-22 00:00:00-05:00,0.0589834211325668,0.0595614872872829,0.0589834211325668,0.0595614872872829,360839,DIS,The Walt Disney Company (DIS) Historical Data,,0.0164486468036269
1962-01-23 00:00:00-05:00,0.0595614794029602,0.0609105167510574,0.0589834133247643,0.0593685880303382,1202798,DIS,The Walt Disney Company (DIS) Historical Data,,-0.0032386574904399446
1962-01-24 00:00:00-05:00,0.0593686023269791,0.0593686023269791,0.0578266732349457,0.0585976354777812,360839,DIS,The Walt Disney Company (DIS) Historical Data,,-0.012985866400646584
1962-01-25 00:00:00-05:00,0.0585976377473396,0.0587905337802454,0.0578266754746437,0.0578266754746437,160373,DIS,The Walt Disney Company (DIS) Historical Data,,-0.013156844928151168
1962-01-26 00:00:00-05:00,0.0578266727335691,0.0585976349697202,0.0574408806860446,0.0574408806860446,360839,DIS,The Walt Disney Company (DIS) Historical Data,,-0.006671571302214407
1962-01-29 00:00:00-05:00,0.0574408806860446,0.0582118429221957,0.0574408806860446,0.0574408806860446,240560,DIS,The Walt Disney Company (DIS) Historical Data,,0.0
1962-01-30 00:00:00-05:00,0.057440883408832,0.0580195669011871,0.0570557085955853,0.0578266754746437,681585,DIS,The Walt Disney Company (DIS) Historical Data,,0.006716380111017717
1962-01-31 00:00:00-05:00,0.0578266754746437,0.0580195669011871,0.057440883408832,0.0578266754746437,320746,DIS,The Walt Disney Company (DIS) Historical Data,,0.0
1962-02-01 00:00:00-05:00,0.0578266732349457,0.0595614937460515,0.0578266732349457,0.0585976354777812,1282984,DIS,The Walt Disney Company (DIS) Historical Data,,0.013332255344258082
1962-02-02 00:00:00-05:00,0.0585976354777812,0.0593686023269791,0.0585976354777812,0.0585976354777812,641492,DIS,The Walt Disney Company (DIS) Historical Data,,0.0
1962-02-05 00:00:00-05:00,0.0585976354777812,0.0591757063015444,0.0585976354777812,0.0585976354777812,400933,DIS,The Walt Disney Company (DIS) Historical Data,,0.0
1962-02-06 00:00:00-05:00,0.0585975914721363,0.0589833832332837,0.058211799710989,0.058211799710989,240560,DIS,The Walt Disney Company (DIS) Historical Data,,-0.006584493787953227
1962-02-07 00:00:00-05:00,0.0585976159920581,0.059368582584883,0.0585976159920581,0.0589834079146385,1403264,DIS,The Walt Disney Company (DIS) Historical Data,,0.013255185503289635
1962-02-08 00:00:00-05:00,0.0597543467259396,0.0611033788207291,0.0597543467259396,0.0605253130197525,2084849,DIS,The Walt Disney Company (DIS) Historical Data,,0.026141336345730792
1962-02-09 00:00:00-05:00,0.0607182479051845,0.0612963140774495,0.0607182479051845,0.0609105266630649,1042425,DIS,The Walt Disney Company (DIS) Historical Data,,0.006364504768222812
1962-02-12 00:00:00-05:00,0.0609105266630649,0.0611034180670762,0.0605253518948113,0.0609105266630649,641492,DIS,The Walt Disney Company (DIS) Historical Data,0.05875818108518914,0.0
1962-02-13 00:00:00-05:00,0.0609105266630649,0.0609105266630649,0.0601395598740648,0.0609105266630649,641492,DIS,The Walt Disney Company (DIS) Historical Data,0.05887383595108981,0.0
1962-02-14 00:00:00-05:00,0.060718239711797,0.060718239711797,0.0601395517587661,0.0601395517587661,200466,DIS,The Walt Disney Company (DIS) Historical Data,0.05893809435268238,-0.01265749857267795
1962-02-15 00:00:00-05:00,0.0603324171332751,0.0607182089062298,0.0603324171332751,0.0605253130197525,481119,DIS,The Walt Disney Company (DIS) Historical Data,0.0590152114629745,0.006414435254419315
1962-02-16 00:00:00-05:00,0.060910498759713,0.0626453229469944,0.060910498759713,0.0616814605891704,3728673,DIS,The Walt Disney Company (DIS) Historical Data,0.05912443610529101,0.019101885008683706
1962-02-19 00:00:00-05:00,0.0616814791427224,0.0616814791427224,0.0607182383537292,0.0607182383537292,841958,DIS,The Walt Disney Company (DIS) Historical Data,0.05920798406004901,-0.015616073715516321
1962-02-20 00:00:00-05:00,0.0611034217045174,0.0612963177263736,0.0611034217045174,0.0612963177263736,240560,DIS,The Walt Disney Company (DIS) Historical Data,0.05927224171658352,0.00952068749552093
1962-02-21 00:00:00-05:00,0.0609104875406107,0.0609104875406107,0.0605253130197525,0.0605253130197525,120280,DIS,The Walt Disney Company (DIS) Historical Data,0.0592915305246909,-0.01257832012133031
1962-02-23 00:00:00-05:00,0.0605253437274534,0.060718239711797,0.0601395517587661,0.0601395517587661,441026,DIS,The Walt Disney Company (DIS) Historical Data,0.05924013356367742,-0.006373552514474579
1962-02-26 00:00:00-05:00,0.0593686023269791,0.0593686023269791,0.0578266732349457,0.0585976354777812,761772,DIS,The Walt Disney Company (DIS) Historical Data,0.05920157606403027,-0.025638971955924905
1962-02-27 00:00:00-05:00,0.0585975914721363,0.0593685577423536,0.058211799710989,0.058211799710989,481119,DIS,The Walt Disney Company (DIS) Historical Data,0.05915015737215672,-0.006584493787953227
1962-02-28 00:00:00-05:00,0.0582118838143562,0.0585976761328886,0.0576338171958923,0.0576338171958923,280653,DIS,The Walt Disney Company (DIS) Historical Data,0.059130891288320164,-0.00992895801137017
1962-03-01 00:00:00-05:00,0.0578266524660209,0.0591756850481033,0.0578266524660209,0.0591756850481033,441026,DIS,The Walt Disney Company (DIS) Historical Data,0.0592272568494081,0.02675283240341897
1962-03-02 00:00:00-05:00,0.0591756908057406,0.0595614781492251,0.0587905161082744,0.0587905161082744,280653,DIS,The Walt Disney Company (DIS) Historical Data,0.05927224469681576,-0.00650890546540861
1962-03-05 00:00:00-05:00,0.0589834079146385,0.0599466486100571,0.0589834079146385,0.0589834079146385,441026,DIS,The Walt Disney Company (DIS) Historical Data,0.059285103778044336,0.003281002092392793
1962-03-06 00:00:00-05:00,0.0589833832332837,0.0589833832332837,0.058211799710989,0.058211799710989,160373,DIS,The Walt Disney Company (DIS) Historical Data,0.059240114192167875,-0.01308178402926774
1962-03-07 00:00:00-05:00,0.0578266754746437,0.0578266754746437,0.0578266754746437,0.0578266754746437,120280,DIS,The Walt Disney Company (DIS) Historical Data,0.05918871710697805,-0.006615913582080801
1962-03-08 00:00:00-05:00,0.0578266580924009,0.0587905161082744,0.0576337621174781,0.0587905161082744,360839,DIS,The Walt Disney Company (DIS) Historical Data,0.05919514646132783,0.016667751097905192
1962-03-09 00:00:00-05:00,0.058790531503216,0.0593686023269791,0.0585976354777812,0.0585976354777812,521212,DIS,The Walt Disney Company (DIS) Historical Data,0.05922084512809908,-0.0032808119959003568
1962-03-12 00:00:00-05:00,0.0587905026716132,0.0597543604671955,0.0587905026716132,0.0597543604671955,400933,DIS,The Walt Disney Company (DIS) Historical Data,0.059297961120804106,0.019740130808740597
1962-03-13 00:00:00-05:00,0.0599087097796123,0.0608750618994236,0.0599087097796123,0.0608750618994236,360839,DIS,The Walt Disney Company (DIS) Historical Data,0.059412433827916736,0.01875514060339345
1962-03-14 00:00:00-05:00,0.0608750828692303,0.0614546421838448,0.0602949000895023,0.0602949000895023,601399,DIS,The Walt Disney Company (DIS) Historical Data,0.05949470798174536,-0.009530369116992898
1962-03-15 00:00:00-05:00,0.0602948899002847,0.0610678479624468,0.0602948899002847,0.0606816783547401,280653,DIS,The Walt Disney Company (DIS) Historical Data,0.05958987474441524,0.006414775788062821
1962-03-16 00:00:00-05:00,0.0606816783547401,0.0608750725819678,0.0604882841275124,0.0606816783547401,120280,DIS,The Walt Disney Company (DIS) Historical Data,0.059659342840313864,0.0
1962-03-19 00:00:00-05:00,0.0606816783547401,0.0612612375714151,0.0606816783547401,0.0606816783547401,561306,DIS,The Walt Disney Company (DIS) Historical Data,0.0597288109362125,0.0
1962-03-20 00:00:00-05:00,0.0602948724655941,0.0602948724655941,0.059908702969551,0.059908702969551,240560,DIS,The Walt Disney Company (DIS) Historical Data,0.05977251318593816,-0.012738200493901064
1962-03-21 00:00:00-05:00,0.0597153310760523,0.0597153310760523,0.0589423775672912,0.0589423775672912,320746,DIS,The Walt Disney Company (DIS) Historical Data,0.05979686578114824,-0.016129967005811263
